Bike Id,Duration,End Date,End Station Id,End Station Name,Id,Start Date,Start Station Id,Start Station Name,Subscription Type
502,190,1/13/2015 15:26,82,Broadway St at Battery St,602219,1/13/2015 15:23,45,Commercial at Montgomery,Subscriber
489,482,1/13/2015 15:31,70,San Francisco Caltrain (Townsend at 4th),602218,1/13/2015 15:23,55,Temporary Transbay Terminal (Howard at Beale),Subscriber
537,319,1/13/2015 15:31,57,5th at Howard,602222,1/13/2015 15:25,69,San Francisco Caltrain 2 (330 Townsend),Subscriber
313,296,1/13/2015 15:31,51,Embarcadero at Folsom,602223,1/13/2015 15:26,56,Beale at Market,Subscriber
551,472,1/13/2015 15:37,76,Market at 4th,602224,1/13/2015 15:29,62,2nd at Folsom,Subscriber
599,333,1/13/2015 15:37,39,Powell Street BART,602226,1/13/2015 15:31,67,Market at 10th,Subscriber
395,232,1/13/2015 15:35,65,Townsend at 7th,602225,1/13/2015 15:31,69,San Francisco Caltrain 2 (330 Townsend),Subscriber
348,331,1/13/2015 15:42,50,Harry Bridges Plaza (Ferry Building),602228,1/13/2015 15:36,47,Post at Kearny,Subscriber
425,405,1/13/2015 15:44,74,Steuart at Market,602229,1/13/2015 15:37,60,Embarcadero at Sansome,Subscriber
513,92,1/13/2015 15:41,41,Clay at Battery,602231,1/13/2015 15:39,82,Broadway St at Battery St,Subscriber
513,676,1/13/2015 15:52,70,San Francisco Caltrain (Townsend at 4th),602232,1/13/2015 15:41,41,Clay at Battery,Subscriber
651,271,1/13/2015 15:49,63,Howard at 2nd,602235,1/13/2015 15:44,76,Market at 4th,Subscriber
222,653,1/13/2015 15:55,70,San Francisco Caltrain (Townsend at 4th),602234,1/13/2015 15:44,74,Steuart at Market,Subscriber
416,201,1/13/2015 15:47,50,Harry Bridges Plaza (Ferry Building),602233,1/13/2015 15:44,77,Market at Sansome,Subscriber
329,140,1/13/2015 15:49,49,Spear at Folsom,602236,1/13/2015 15:46,54,Embarcadero at Bryant,Subscriber
589,506,1/13/2015 15:56,71,Powell at Post (Union Square),602238,1/13/2015 15:47,45,Commercial at Montgomery,Subscriber
558,717,1/13/2015 15:59,70,San Francisco Caltrain (Townsend at 4th),602237,1/13/2015 15:47,45,Commercial at Montgomery,Subscriber
520,782,1/13/2015 16:01,70,San Francisco Caltrain (Townsend at 4th),602239,1/13/2015 15:48,55,Temporary Transbay Terminal (Howard at Beale),Subscriber
464,647,1/13/2015 16:02,55,Temporary Transbay Terminal (Howard at Beale),602241,1/13/2015 15:51,59,Golden Gate at Polk,Subscriber
366,826,1/13/2015 16:05,49,Spear at Folsom,602240,1/13/2015 15:51,65,Townsend at 7th,Subscriber
390,378,1/13/2015 16:01,76,Market at 4th,602244,1/13/2015 15:54,64,2nd at South Park,Subscriber
456,203,1/13/2015 15:57,49,Spear at Folsom,602242,1/13/2015 15:54,55,Temporary Transbay Terminal (Howard at Beale),Subscriber
500,316,1/13/2015 16:00,70,San Francisco Caltrain (Townsend at 4th),602245,1/13/2015 15:55,62,2nd at Folsom,Subscriber
177,657,1/13/2015 16:06,28,Mountain View Caltrain Station,602243,1/13/2015 15:55,33,Rengstorff Avenue / California Street,Subscriber
461,550,1/13/2015 16:06,70,San Francisco Caltrain (Townsend at 4th),602248,1/13/2015 15:56,51,Embarcadero at Folsom,Subscriber
585,598,1/13/2015 16:06,70,San Francisco Caltrain (Townsend at 4th),602247,1/13/2015 15:56,56,Beale at Market,Subscriber
608,336,1/13/2015 16:01,74,Steuart at Market,602246,1/13/2015 15:56,60,Embarcadero at Sansome,Subscriber
493,398,1/13/2015 16:05,65,Townsend at 7th,602251,1/13/2015 15:58,70,San Francisco Caltrain (Townsend at 4th),Subscriber
79,555,1/13/2015 16:08,2,San Jose Diridon Caltrain Station,602252,1/13/2015 15:59,10,San Jose City Hall,Subscriber
348,381,1/13/2015 16:06,60,Embarcadero at Sansome,602256,1/13/2015 16:00,50,Harry Bridges Plaza (Ferry Building),Subscriber
271,880,1/13/2015 16:15,69,San Francisco Caltrain 2 (330 Townsend),602253,1/13/2015 16:00,56,Beale at Market,Subscriber
602,375,1/13/2015 16:08,55,Temporary Transbay Terminal (Howard at Beale),602257,1/13/2015 16:01,57,5th at Howard,Subscriber
281,252,1/13/2015 16:07,65,Townsend at 7th,602263,1/13/2015 16:02,69,San Francisco Caltrain 2 (330 Townsend),Subscriber
288,524,1/13/2015 16:11,70,San Francisco Caltrain (Townsend at 4th),602261,1/13/2015 16:02,49,Spear at Folsom,Subscriber
320,343,1/13/2015 16:07,77,Market at Sansome,602260,1/13/2015 16:02,42,Davis at Jackson,Subscriber
593,675,1/13/2015 16:13,70,San Francisco Caltrain (Townsend at 4th),602259,1/13/2015 16:02,75,Mechanics Plaza (Market at Battery),Subscriber
423,366,1/13/2015 16:08,55,Temporary Transbay Terminal (Howard at Beale),602258,1/13/2015 16:02,57,5th at Howard,Subscriber
380,518,1/13/2015 16:11,50,Harry Bridges Plaza (Ferry Building),602262,1/13/2015 16:03,61,2nd at Townsend,Subscriber
544,302,1/13/2015 16:10,70,San Francisco Caltrain (Townsend at 4th),602268,1/13/2015 16:05,57,5th at Howard,Subscriber
581,649,1/13/2015 16:15,70,San Francisco Caltrain (Townsend at 4th),602267,1/13/2015 16:05,55,Temporary Transbay Terminal (Howard at Beale),Subscriber
179,498,1/13/2015 16:15,2,San Jose Diridon Caltrain Station,602272,1/13/2015 16:06,10,San Jose City Hall,Subscriber
520,1179,1/13/2015 16:26,50,Harry Bridges Plaza (Ferry Building),602271,1/13/2015 16:06,70,San Francisco Caltrain (Townsend at 4th),Subscriber
625,389,1/13/2015 16:13,72,Civic Center BART (7th at Market),602270,1/13/2015 16:06,65,Townsend at 7th,Subscriber
137,2354,1/13/2015 16:45,71,Powell at Post (Union Square),602269,1/13/2015 16:06,76,Market at 4th,Customer
417,884,1/13/2015 16:22,69,San Francisco Caltrain 2 (330 Townsend),602275,1/13/2015 16:07,48,Embarcadero at Vallejo,Subscriber
419,423,1/13/2015 16:14,77,Market at Sansome,602274,1/13/2015 16:07,61,2nd at Townsend,Subscriber
442,983,1/13/2015 16:23,69,San Francisco Caltrain 2 (330 Townsend),602273,1/13/2015 16:07,42,Davis at Jackson,Subscriber
503,299,1/13/2015 16:14,62,2nd at Folsom,602277,1/13/2015 16:09,61,2nd at Townsend,Subscriber
502,273,1/13/2015 16:15,74,Steuart at Market,602280,1/13/2015 16:10,82,Broadway St at Battery St,Subscriber
620,852,1/13/2015 16:24,69,San Francisco Caltrain 2 (330 Townsend),602279,1/13/2015 16:10,48,Embarcadero at Vallejo,Subscriber
635,369,1/13/2015 16:16,48,Embarcadero at Vallejo,602278,1/13/2015 16:10,41,Clay at Battery,Subscriber
481,434,1/13/2015 16:18,50,Harry Bridges Plaza (Ferry Building),602281,1/13/2015 16:11,61,2nd at Townsend,Subscriber
554,537,1/13/2015 16:21,57,5th at Howard,602285,1/13/2015 16:12,41,Clay at Battery,Subscriber
459,401,1/13/2015 16:19,50,Harry Bridges Plaza (Ferry Building),602284,1/13/2015 16:12,61,2nd at Townsend,Subscriber
602,480,1/13/2015 16:20,69,San Francisco Caltrain 2 (330 Townsend),602283,1/13/2015 16:12,55,Temporary Transbay Terminal (Howard at Beale),Subscriber
651,434,1/13/2015 16:19,70,San Francisco Caltrain (Townsend at 4th),602282,1/13/2015 16:12,63,Howard at 2nd,Subscriber
589,554,1/13/2015 16:24,69,San Francisco Caltrain 2 (330 Townsend),602286,1/13/2015 16:14,71,Powell at Post (Union Square),Subscriber
351,5814,1/13/2015 17:52,73,Grant Avenue at Columbus Avenue,602288,1/13/2015 16:15,73,Grant Avenue at Columbus Avenue,Customer
601,846,1/13/2015 16:29,77,Market at Sansome,602287,1/13/2015 16:15,65,Townsend at 7th,Subscriber
454,557,1/13/2015 16:25,49,Spear at Folsom,602289,1/13/2015 16:16,68,Yerba Buena Center of the Arts (3rd @ Howard),Subscriber
271,409,1/13/2015 16:26,57,5th at Howard,602290,1/13/2015 16:20,69,San Francisco Caltrain 2 (330 Townsend),Subscriber
284,376,1/13/2015 16:29,69,San Francisco Caltrain 2 (330 Townsend),602293,1/13/2015 16:22,55,Temporary Transbay Terminal (Howard at Beale),Subscriber
530,426,1/13/2015 16:29,72,Civic Center BART (7th at Market),602292,1/13/2015 16:22,65,Townsend at 7th,Subscriber
33,510,1/13/2015 16:30,69,San Francisco Caltrain 2 (330 Townsend),602291,1/13/2015 16:22,48,Embarcadero at Vallejo,Customer
525,233,1/13/2015 16:27,75,Mechanics Plaza (Market at Battery),602295,1/13/2015 16:23,41,Clay at Battery,Subscriber
515,703,1/13/2015 16:35,65,Townsend at 7th,602294,1/13/2015 16:23,62,2nd at Folsom,Subscriber
313,183,1/13/2015 16:27,74,Steuart at Market,602297,1/13/2015 16:24,51,Embarcadero at Folsom,Subscriber
490,371,1/13/2015 16:31,67,Market at 10th,602299,1/13/2015 16:25,59,Golden Gate at Polk,Subscriber
520,492,1/13/2015 16:34,60,Embarcadero at Sansome,602304,1/13/2015 16:26,50,Harry Bridges Plaza (Ferry Building),Subscriber
19,1230,1/13/2015 16:47,2,San Jose Diridon Caltrain Station,602303,1/13/2015 16:26,11,MLK Library,Subscriber
134,598,1/13/2015 16:36,69,San Francisco Caltrain 2 (330 Townsend),602302,1/13/2015 16:26,41,Clay at Battery,Subscriber
356,881,1/13/2015 16:41,50,Harry Bridges Plaza (Ferry Building),602301,1/13/2015 16:26,65,Townsend at 7th,Subscriber
328,247,1/13/2015 16:30,70,San Francisco Caltrain (Townsend at 4th),602300,1/13/2015 16:26,62,2nd at Folsom,Subscriber
377,1025,1/13/2015 16:46,75,Mechanics Plaza (Market at Battery),602306,1/13/2015 16:29,65,Townsend at 7th,Subscriber
229,205,1/13/2015 16:32,28,Mountain View Caltrain Station,602305,1/13/2015 16:29,27,Mountain View City Hall,Subscriber
68,1392,1/13/2015 16:54,14,Arena Green / SAP Center,602309,1/13/2015 16:30,80,Santa Clara County Civic Center,Subscriber
64,1453,1/13/2015 16:54,14,Arena Green / SAP Center,602308,1/13/2015 16:30,80,Santa Clara County Civic Center,Subscriber
651,750,1/13/2015 16:42,50,Harry Bridges Plaza (Ferry Building),602307,1/13/2015 16:30,70,San Francisco Caltrain (Townsend at 4th),Subscriber
534,239,1/13/2015 16:35,76,Market at 4th,602311,1/13/2015 16:31,75,Mechanics Plaza (Market at Battery),Subscriber
379,440,1/13/2015 16:38,69,San Francisco Caltrain 2 (330 Townsend),602310,1/13/2015 16:31,55,Temporary Transbay Terminal (Howard at Beale),Subscriber
33,615,1/13/2015 16:42,55,Temporary Transbay Terminal (Howard at Beale),602315,1/13/2015 16:32,69,San Francisco Caltrain 2 (330 Townsend),Subscriber
378,714,1/13/2015 16:44,70,San Francisco Caltrain (Townsend at 4th),602314,1/13/2015 16:32,48,Embarcadero at Vallejo,Subscriber
666,231,1/13/2015 16:37,2,San Jose Diridon Caltrain Station,602319,1/13/2015 16:33,4,Santa Clara at Almaden,Subscriber
135,197,1/13/2015 16:37,2,San Jose Diridon Caltrain Station,602320,1/13/2015 16:34,4,Santa Clara at Almaden,Subscriber
525,245,1/13/2015 16:38,41,Clay at Battery,602318,1/13/2015 16:34,75,Mechanics Plaza (Market at Battery),Subscriber
360,462,1/13/2015 16:42,60,Embarcadero at Sansome,602317,1/13/2015 16:34,41,Clay at Battery,Subscriber
420,665,1/13/2015 16:45,70,San Francisco Caltrain (Townsend at 4th),602316,1/13/2015 16:34,56,Beale at Market,Subscriber
344,320,1/13/2015 16:41,49,Spear at Folsom,602324,1/13/2015 16:35,61,2nd at Townsend,Subscriber
502,507,1/13/2015 16:44,69,San Francisco Caltrain 2 (330 Townsend),602323,1/13/2015 16:35,74,Steuart at Market,Subscriber
527,530,1/13/2015 16:44,73,Grant Avenue at Columbus Avenue,602321,1/13/2015 16:35,49,Spear at Folsom,Customer
354,398,1/13/2015 16:43,72,Civic Center BART (7th at Market),602326,1/13/2015 16:36,65,Townsend at 7th,Subscriber
71,319,1/13/2015 16:41,45,Commercial at Montgomery,602325,1/13/2015 16:36,63,Howard at 2nd,Subscriber
389,584,1/13/2015 16:47,70,San Francisco Caltrain (Townsend at 4th),602332,1/13/2015 16:37,77,Market at Sansome,Subscriber
326,480,1/13/2015 16:45,50,Harry Bridges Plaza (Ferry Building),602331,1/13/2015 16:37,64,2nd at South Park,Subscriber
613,476,1/13/2015 16:45,74,Steuart at Market,602330,1/13/2015 16:37,61,2nd at Townsend,Subscriber
417,561,1/13/2015 16:46,39,Powell Street BART,602329,1/13/2015 16:37,69,San Francisco Caltrain 2 (330 Townsend),Subscriber
54,877,1/13/2015 16:52,32,Castro Street and El Camino Real,602328,1/13/2015 16:37,28,Mountain View Caltrain Station,Subscriber
509,549,1/13/2015 16:47,54,Embarcadero at Bryant,602333,1/13/2015 16:38,76,Market at 4th,Subscriber
552,560,1/13/2015 16:49,70,San Francisco Caltrain (Townsend at 4th),602335,1/13/2015 16:39,74,Steuart at Market,Subscriber
440,768,1/13/2015 16:53,70,San Francisco Caltrain (Townsend at 4th),602339,1/13/2015 16:40,60,Embarcadero at Sansome,Subscriber
390,2940,1/13/2015 17:29,60,Embarcadero at Sansome,602338,1/13/2015 16:40,76,Market at 4th,Customer
493,1093,1/13/2015 16:58,47,Post at Kearny,602336,1/13/2015 16:40,65,Townsend at 7th,Subscriber
672,576,1/13/2015 16:51,39,Powell Street BART,602340,1/13/2015 16:41,72,Civic Center BART (7th at Market),Subscriber
525,958,1/13/2015 16:58,70,San Francisco Caltrain (Townsend at 4th),602343,1/13/2015 16:42,41,Clay at Battery,Subscriber
454,506,1/13/2015 16:51,70,San Francisco Caltrain (Townsend at 4th),602342,1/13/2015 16:42,49,Spear at Folsom,Subscriber
586,707,1/13/2015 16:54,50,Harry Bridges Plaza (Ferry Building),602341,1/13/2015 16:42,65,Townsend at 7th,Subscriber
529,242,1/13/2015 16:47,65,Townsend at 7th,602345,1/13/2015 16:43,65,Townsend at 7th,Subscriber
589,641,1/13/2015 16:55,50,Harry Bridges Plaza (Ferry Building),602347,1/13/2015 16:44,69,San Francisco Caltrain 2 (330 Townsend),Subscriber
321,885,1/13/2015 16:59,70,San Francisco Caltrain (Townsend at 4th),602346,1/13/2015 16:44,41,Clay at Battery,Subscriber
413,310,1/13/2015 16:50,70,San Francisco Caltrain (Townsend at 4th),602350,1/13/2015 16:45,64,2nd at South Park,Subscriber
71,857,1/13/2015 17:00,58,San Francisco City Hall,602349,1/13/2015 16:45,45,Commercial at Montgomery,Subscriber
274,642,1/13/2015 16:57,61,2nd at Townsend,602360,1/13/2015 16:46,45,Commercial at Montgomery,Subscriber
314,367,1/13/2015 16:53,74,Steuart at Market,602358,1/13/2015 16:46,54,Embarcadero at Bryant,Subscriber
350,853,1/13/2015 17:00,69,San Francisco Caltrain 2 (330 Townsend),602355,1/13/2015 16:46,56,Beale at Market,Subscriber
156,361,1/13/2015 16:52,2,San Jose Diridon Caltrain Station,602354,1/13/2015 16:46,6,San Pedro Square,Subscriber
652,563,1/13/2015 16:55,66,South Van Ness at Market,602353,1/13/2015 16:46,76,Market at 4th,Subscriber
33,423,1/13/2015 16:53,69,San Francisco Caltrain 2 (330 Townsend),602352,1/13/2015 16:46,55,Temporary Transbay Terminal (Howard at Beale),Subscriber
325,785,1/13/2015 16:59,70,San Francisco Caltrain (Townsend at 4th),602351,1/13/2015 16:46,51,Embarcadero at Folsom,Subscriber
408,901,1/13/2015 17:02,70,San Francisco Caltrain (Townsend at 4th),602385,1/13/2015 16:47,41,Clay at Battery,Subscriber
193,263,1/13/2015 16:52,51,Embarcadero at Folsom,602367,1/13/2015 16:47,54,Embarcadero at Bryant,Subscriber
432,524,1/13/2015 16:56,72,Civic Center BART (7th at Market),602366,1/13/2015 16:47,65,Townsend at 7th,Subscriber
319,625,1/13/2015 16:57,55,Temporary Transbay Terminal (Howard at Beale),602365,1/13/2015 16:47,68,Yerba Buena Center of the Arts (3rd @ Howard),Subscriber
364,732,1/13/2015 16:59,50,Harry Bridges Plaza (Ferry Building),602364,1/13/2015 16:47,61,2nd at Townsend,Customer
495,325,1/13/2015 16:52,46,Washington at Kearny,602363,1/13/2015 16:47,51,Embarcadero at Folsom,Subscriber
582,863,1/13/2015 17:01,70,San Francisco Caltrain (Townsend at 4th),602362,1/13/2015 16:47,48,Embarcadero at Vallejo,Subscriber
236,731,1/13/2015 16:59,50,Harry Bridges Plaza (Ferry Building),602361,1/13/2015 16:47,61,2nd at Townsend,Customer
572,105,1/13/2015 16:50,55,Temporary Transbay Terminal (Howard at Beale),602373,1/13/2015 16:48,56,Beale at Market,Subscriber
134,216,1/13/2015 16:51,61,2nd at Townsend,602372,1/13/2015 16:48,69,San Francisco Caltrain 2 (330 Townsend),Subscriber
357,280,1/13/2015 16:53,49,Spear at Folsom,602374,1/13/2015 16:49,50,Harry Bridges Plaza (Ferry Building),Subscriber
635,764,1/13/2015 17:02,69,San Francisco Caltrain 2 (330 Townsend),602375,1/13/2015 16:50,48,Embarcadero at Vallejo,Subscriber
594,249,1/13/2015 16:55,74,Steuart at Market,602380,1/13/2015 16:51,48,Embarcadero at Vallejo,Subscriber
306,324,1/13/2015 16:56,74,Steuart at Market,602379,1/13/2015 16:51,60,Embarcadero at Sansome,Subscriber
99,868,1/13/2015 17:07,9,Japantown,602390,1/13/2015 16:52,2,San Jose Diridon Caltrain Station,Subscriber
348,624,1/13/2015 17:03,77,Market at Sansome,602389,1/13/2015 16:52,60,Embarcadero at Sansome,Subscriber
193,597,1/13/2015 17:02,70,San Francisco Caltrain (Townsend at 4th),602388,1/13/2015 16:52,51,Embarcadero at Folsom,Subscriber
577,135,1/13/2015 16:54,54,Embarcadero at Bryant,602382,1/13/2015 16:52,49,Spear at Folsom,Subscriber
402,863,1/13/2015 17:06,69,San Francisco Caltrain 2 (330 Townsend),602381,1/13/2015 16:52,42,Davis at Jackson,Subscriber
74,1118,1/13/2015 17:12,28,Mountain View Caltrain Station,602395,1/13/2015 16:53,28,Mountain View Caltrain Station,Subscriber
229,268,1/13/2015 16:57,30,Evelyn Park and Ride,602393,1/13/2015 16:53,28,Mountain View Caltrain Station,Subscriber
363,221,1/13/2015 16:56,74,Steuart at Market,602391,1/13/2015 16:53,48,Embarcadero at Vallejo,Subscriber
407,837,1/13/2015 17:08,70,San Francisco Caltrain (Townsend at 4th),602400,1/13/2015 16:54,59,Golden Gate at Polk,Customer
524,790,1/13/2015 17:07,70,San Francisco Caltrain (Townsend at 4th),602397,1/13/2015 16:54,45,Commercial at Montgomery,Subscriber
675,203,1/13/2015 16:57,30,Evelyn Park and Ride,602396,1/13/2015 16:54,28,Mountain View Caltrain Station,Subscriber
405,183,1/13/2015 16:58,70,San Francisco Caltrain (Townsend at 4th),602402,1/13/2015 16:55,64,2nd at South Park,Subscriber
505,460,1/13/2015 17:02,70,San Francisco Caltrain (Townsend at 4th),602401,1/13/2015 16:55,51,Embarcadero at Folsom,Subscriber
423,847,1/13/2015 17:11,65,Townsend at 7th,602407,1/13/2015 16:56,55,Temporary Transbay Terminal (Howard at Beale),Subscriber
267,429,1/13/2015 17:03,50,Harry Bridges Plaza (Ferry Building),602406,1/13/2015 16:56,64,2nd at South Park,Subscriber
419,635,1/13/2015 17:08,60,Embarcadero at Sansome,602412,1/13/2015 16:57,77,Market at Sansome,Subscriber
462,603,1/13/2015 17:07,69,San Francisco Caltrain 2 (330 Townsend),602411,1/13/2015 16:57,74,Steuart at Market,Subscriber
536,743,1/13/2015 17:09,69,San Francisco Caltrain 2 (330 Townsend),602410,1/13/2015 16:57,82,Broadway St at Battery St,Subscriber
381,655,1/13/2015 17:08,50,Harry Bridges Plaza (Ferry Building),602409,1/13/2015 16:57,72,Civic Center BART (7th at Market),Subscriber
291,394,1/13/2015 17:03,67,Market at 10th,602408,1/13/2015 16:57,39,Powell Street BART,Subscriber
64,1357,1/13/2015 17:21,80,Santa Clara County Civic Center,602419,1/13/2015 16:58,14,Arena Green / SAP Center,Subscriber
274,419,1/13/2015 17:05,50,Harry Bridges Plaza (Ferry Building),602416,1/13/2015 16:58,61,2nd at Townsend,Subscriber
641,947,1/13/2015 17:13,22,Redwood City Caltrain Station,602415,1/13/2015 16:58,25,Stanford in Redwood City,Subscriber
603,438,1/13/2015 17:05,70,San Francisco Caltrain (Townsend at 4th),602414,1/13/2015 16:58,51,Embarcadero at Folsom,Subscriber
617,572,1/13/2015 17:07,69,San Francisco Caltrain 2 (330 Townsend),602413,1/13/2015 16:58,51,Embarcadero at Folsom,Subscriber
24,208,1/13/2015 17:03,29,San Antonio Caltrain Station,602421,1/13/2015 16:59,31,San Antonio Shopping Center,Subscriber
68,1332,1/13/2015 17:21,80,Santa Clara County Civic Center,602420,1/13/2015 16:59,14,Arena Green / SAP Center,Subscriber
652,472,1/13/2015 17:08,65,Townsend at 7th,602423,1/13/2015 17:00,66,South Van Ness at Market,Subscriber
336,535,1/13/2015 17:09,70,San Francisco Caltrain (Townsend at 4th),602422,1/13/2015 17:00,74,Steuart at Market,Subscriber
509,401,1/13/2015 17:08,75,Mechanics Plaza (Market at Battery),602429,1/13/2015 17:01,54,Embarcadero at Bryant,Subscriber
379,560,1/13/2015 17:10,39,Powell Street BART,602428,1/13/2015 17:01,69,San Francisco Caltrain 2 (330 Townsend),Customer
335,514,1/13/2015 17:09,69,San Francisco Caltrain 2 (330 Townsend),602427,1/13/2015 17:01,56,Beale at Market,Subscriber
359,989,1/13/2015 17:17,70,San Francisco Caltrain (Townsend at 4th),602426,1/13/2015 17:01,75,Mechanics Plaza (Market at Battery),Subscriber
515,1172,1/13/2015 17:22,82,Broadway St at Battery St,602434,1/13/2015 17:02,65,Townsend at 7th,Subscriber
451,187,1/13/2015 17:05,77,Market at Sansome,602433,1/13/2015 17:02,62,2nd at Folsom,Subscriber
354,577,1/13/2015 17:11,70,San Francisco Caltrain (Townsend at 4th),602432,1/13/2015 17:02,72,Civic Center BART (7th at Market),Subscriber
464,579,1/13/2015 17:11,69,San Francisco Caltrain 2 (330 Townsend),602431,1/13/2015 17:02,55,Temporary Transbay Terminal (Howard at Beale),Subscriber
366,306,1/13/2015 17:07,50,Harry Bridges Plaza (Ferry Building),602430,1/13/2015 17:02,49,Spear at Folsom,Subscriber
555,184,1/13/2015 17:06,82,Broadway St at Battery St,602442,1/13/2015 17:03,45,Commercial at Montgomery,Subscriber
339,213,1/13/2015 17:07,61,2nd at Townsend,602439,1/13/2015 17:03,70,San Francisco Caltrain (Townsend at 4th),Subscriber
562,237,1/13/2015 17:07,74,Steuart at Market,602436,1/13/2015 17:03,82,Broadway St at Battery St,Subscriber
622,431,1/13/2015 17:10,76,Market at 4th,602435,1/13/2015 17:03,45,Commercial at Montgomery,Subscriber
653,491,1/13/2015 17:13,2,San Jose Diridon Caltrain Station,602449,1/13/2015 17:04,11,MLK Library,Subscriber
152,253,1/13/2015 17:08,28,Mountain View Caltrain Station,602448,1/13/2015 17:04,27,Mountain View City Hall,Subscriber
520,1127,1/13/2015 17:23,70,San Francisco Caltrain (Townsend at 4th),602447,1/13/2015 17:04,60,Embarcadero at Sansome,Subscriber
687,380,1/13/2015 17:10,50,Harry Bridges Plaza (Ferry Building),602445,1/13/2015 17:04,61,2nd at Townsend,Subscriber
134,468,1/13/2015 17:11,50,Harry Bridges Plaza (Ferry Building),602444,1/13/2015 17:04,61,2nd at Townsend,Subscriber
314,518,1/13/2015 17:12,60,Embarcadero at Sansome,602443,1/13/2015 17:04,56,Beale at Market,Subscriber
362,709,1/13/2015 17:16,56,Beale at Market,602440,1/13/2015 17:04,66,South Van Ness at Market,Subscriber
360,394,1/13/2015 17:12,74,Steuart at Market,602452,1/13/2015 17:05,60,Embarcadero at Sansome,Subscriber
548,480,1/13/2015 17:13,50,Harry Bridges Plaza (Ferry Building),602451,1/13/2015 17:05,61,2nd at Townsend,Subscriber
281,213,1/13/2015 17:08,70,San Francisco Caltrain (Townsend at 4th),602450,1/13/2015 17:05,65,Townsend at 7th,Subscriber
456,260,1/13/2015 17:10,55,Temporary Transbay Terminal (Howard at Beale),602456,1/13/2015 17:06,49,Spear at Folsom,Subscriber
503,5055,1/13/2015 18:30,62,2nd at Folsom,602455,1/13/2015 17:06,62,2nd at Folsom,Customer
345,586,1/13/2015 17:16,77,Market at Sansome,602454,1/13/2015 17:06,73,Grant Avenue at Columbus Avenue,Subscriber
375,283,1/13/2015 17:11,74,Steuart at Market,602453,1/13/2015 17:06,60,Embarcadero at Sansome,Subscriber
563,469,1/13/2015 17:15,74,Steuart at Market,602461,1/13/2015 17:07,60,Embarcadero at Sansome,Subscriber
501,510,1/13/2015 17:16,70,San Francisco Caltrain (Townsend at 4th),602460,1/13/2015 17:07,51,Embarcadero at Folsom,Subscriber
283,405,1/13/2015 17:14,67,Market at 10th,602459,1/13/2015 17:07,57,5th at Howard,Subscriber
417,303,1/13/2015 17:14,58,San Francisco City Hall,602467,1/13/2015 17:09,39,Powell Street BART,Subscriber
577,367,1/13/2015 17:15,70,San Francisco Caltrain (Townsend at 4th),602465,1/13/2015 17:09,54,Embarcadero at Bryant,Subscriber
546,376,1/13/2015 17:16,64,2nd at South Park,602473,1/13/2015 17:10,77,Market at Sansome,Subscriber
609,279,1/13/2015 17:15,55,Temporary Transbay Terminal (Howard at Beale),602472,1/13/2015 17:10,41,Clay at Battery,Subscriber
519,588,1/13/2015 17:20,72,Civic Center BART (7th at Market),602471,1/13/2015 17:10,65,Townsend at 7th,Customer
348,565,1/13/2015 17:19,72,Civic Center BART (7th at Market),602470,1/13/2015 17:10,77,Market at Sansome,Subscriber
555,433,1/13/2015 17:17,54,Embarcadero at Bryant,602469,1/13/2015 17:10,82,Broadway St at Battery St,Subscriber
423,252,1/13/2015 17:15,70,San Francisco Caltrain (Townsend at 4th),602488,1/13/2015 17:11,65,Townsend at 7th,Subscriber
614,540,1/13/2015 17:20,56,Beale at Market,602483,1/13/2015 17:11,46,Washington at Kearny,Subscriber
579,727,1/13/2015 17:24,69,San Francisco Caltrain 2 (330 Townsend),602479,1/13/2015 17:11,51,Embarcadero at Folsom,Subscriber
589,419,1/13/2015 17:18,60,Embarcadero at Sansome,602478,1/13/2015 17:11,50,Harry Bridges Plaza (Ferry Building),Subscriber
475,314,1/13/2015 17:16,47,Post at Kearny,602477,1/13/2015 17:11,45,Commercial at Montgomery,Subscriber
441,381,1/13/2015 17:17,74,Steuart at Market,602476,1/13/2015 17:11,48,Embarcadero at Vallejo,Subscriber
549,697,1/13/2015 17:22,58,San Francisco City Hall,602475,1/13/2015 17:11,75,Mechanics Plaza (Market at Battery),Subscriber
512,552,1/13/2015 17:22,55,Temporary Transbay Terminal (Howard at Beale),602484,1/13/2015 17:12,76,Market at 4th,Subscriber
278,440,1/13/2015 17:20,65,Townsend at 7th,602482,1/13/2015 17:12,57,5th at Howard,Subscriber
412,330,1/13/2015 17:18,77,Market at Sansome,602481,1/13/2015 17:12,82,Broadway St at Battery St,Subscriber
573,651,1/13/2015 17:23,70,San Francisco Caltrain (Townsend at 4th),602480,1/13/2015 17:12,67,Market at 10th,Subscriber
398,609,1/13/2015 17:24,70,San Francisco Caltrain (Townsend at 4th),602489,1/13/2015 17:13,45,Commercial at Montgomery,Subscriber
361,339,1/13/2015 17:19,39,Powell Street BART,602487,1/13/2015 17:13,77,Market at Sansome,Subscriber
67,272,1/13/2015 17:17,50,Harry Bridges Plaza (Ferry Building),602486,1/13/2015 17:13,62,2nd at Folsom,Subscriber
424,400,1/13/2015 17:19,70,San Francisco Caltrain (Townsend at 4th),602485,1/13/2015 17:13,63,Howard at 2nd,Subscriber
532,1618,1/13/2015 17:41,77,Market at Sansome,602493,1/13/2015 17:14,67,Market at 10th,Subscriber
