id,answer
815,4
816,5
817,4
818,1
819,2
820,3
821,5
822,4
823,2
824,4
825,1
826,2
827,3
828,3
829,1
830,4
831,4
832,3
833,3
834,5
835,2
836,1
837,3
838,2
839,1
840,3
841,4
842,1
843,2
844,3
845,4
846,3
847,1
848,4
849,5
850,2
851,3
852,5
853,4
854,3
855,1
856,4
857,2
858,3
859,3
860,1
861,5
862,2
863,2
864,4
865,4
866,2
867,4
868,5
869,1
870,5
871,2
872,4
873,3
874,4
875,3
876,4
877,2
878,5
879,4
880,2
881,3
882,4
883,3
884,4
885,2
886,2
887,1
888,3
889,5
890,3
891,1
892,3
893,2
894,2
895,3
896,2
897,2
898,3
899,4
900,4
901,3
902,2
903,4
904,1
905,3
906,2
907,2
908,2
909,2
910,4
911,3
912,4
913,2
914,4
915,4
916,2
917,2
918,2
919,4
920,5
921,5
922,2
923,5
924,2
925,4
926,4
927,1
928,5
929,2
930,3
931,2
932,2
933,1
934,1
935,5
936,1
937,2
938,5
939,4
940,5
941,3
942,4
943,3
944,2
945,2
946,2
947,2
948,1
949,2
950,3
951,1
952,1
953,2
954,4
955,5
956,5
957,2
958,3
959,4
960,4
961,3
962,5
963,3
964,5
965,4
966,5
967,5
968,2
969,1
970,3
971,3
972,2
973,4
974,4
975,4
976,4
977,5
978,1
979,3
980,3
981,5
982,5
983,2
984,2
985,1
986,3
987,5
988,5
989,5
990,5
991,2
992,1
993,2
994,
995,5
996,4
997,1
998,5
999,4
1000,5
1001,3
1002,2
1003,2
1004,4
1005,4
1006,4
1007,1
1008,3
1009,5
1010,3
